image_path,xmin,ymin,xmax,ymax,label
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,377,278,405,302,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,193,380,212,396,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,412,133,433,156,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,88,420,114,447,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,139,68,180,104,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,99,89,121,114,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,308,148,345,190,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,126,286,157,320,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,86,73,102,94,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,112,388,150,425,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,408,345,437,374,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,189,333,221,359,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,393,207,425,240,plant
create_a_image_of_microgreens_ (1)_jpeg.rf.1qS1Zo0N1NgCveq7wEG2.jpeg,176,56,186,62,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,121,233,151,259,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,156,119,186,142,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,157,244,187,272,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,117,119,140,140,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,182,138,217,174,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,278,261,302,293,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,291,179,327,206,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,110,143,148,177,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,247,154,274,183,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,152,286,178,306,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,140,208,167,237,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,170,168,192,189,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,196,290,228,315,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,398,285,431,318,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,106,317,133,339,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,106,184,143,213,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,103,217,130,238,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,438,280,458,308,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,386,206,409,226,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,251,336,286,368,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,97,247,117,273,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,320,134,346,168,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,207,188,266,247,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,216,149,249,183,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,347,316,396,358,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,173,287,200,316,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,404,345,427,364,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,274,184,293,208,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,389,263,408,282,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,126,305,152,324,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,409,258,435,282,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,69,225,100,244,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,209,325,245,356,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,319,87,340,108,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,289,131,315,169,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,350,265,378,290,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,300,302,350,381,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,319,168,372,239,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,196,119,211,136,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,383,148,419,180,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,243,135,270,155,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,309,303,337,328,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,255,283,291,315,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,351,130,380,165,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,149,143,178,163,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,393,124,412,149,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,207,89,222,105,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,141,323,196,375,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,421,176,441,196,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,224,354,260,380,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,376,127,396,148,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,101,335,128,360,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,301,94,315,110,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,83,152,110,178,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,381,365,403,386,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,293,222,329,255,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,224,96,238,109,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,289,339,308,360,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,291,219,313,237,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,191,182,210,201,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,67,208,87,219,plant
create_a_image_of_microgreens_ (11)_jpeg.rf.3KSo0mzFEWijuCNnwUSq.jpeg,183,221,212,253,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,35,148,48,160,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,64,178,79,190,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,154,116,166,128,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,106,241,120,256,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,110,135,121,149,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,133,36,147,48,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,92,41,107,54,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,102,179,113,194,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,86,195,97,212,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,63,43,73,55,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,54,160,66,173,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,54,238,67,257,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,146,235,158,250,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,15,146,28,156,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,93,138,108,155,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,95,202,106,215,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,78,67,92,76,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,77,239,89,256,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,167,84,178,94,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,46,199,62,215,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,130,206,142,219,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,38,127,51,139,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,122,24,135,37,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,22,133,38,148,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,132,137,145,148,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,72,198,82,211,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,166,149,176,161,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,93,88,104,101,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,118,218,131,231,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,79,188,93,203,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,129,113,144,127,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,91,61,107,74,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,145,67,160,81,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,61,103,78,118,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,34,220,50,234,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,152,144,169,161,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,20,118,34,131,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,32,229,42,242,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,26,61,40,76,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,185,63,193,73,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,143,162,160,172,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,51,43,64,61,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,154,190,168,204,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,22,46,38,58,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,15,151,35,169,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,19,26,34,40,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,99,44,120,62,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,152,131,163,142,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,147,102,164,118,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,30,99,47,110,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,113,112,130,129,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,62,87,79,102,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,183,87,193,96,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,108,60,125,77,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,101,216,114,228,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,42,10,54,22,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,25,228,36,240,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,183,96,194,107,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,87,100,104,115,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,182,75,192,86,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,85,228,100,244,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,106,22,115,34,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,54,213,67,235,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,183,198,191,212,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,110,4,121,13,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,24,11,38,22,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,169,20,181,34,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,0,208,13,222,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,0,220,17,239,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,180,104,189,113,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,179,51,188,58,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,0,11,10,25,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,47,63,72,81,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,131,226,142,247,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,180,60,186,70,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,9,39,20,48,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,36,110,68,137,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,13,63,24,76,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,1,38,10,48,plant
m5_jpeg_jpeg.rf.4vs2wmChlZbpqjgxQwmA.jpeg,7,0,16,9,plant
create_a_image_of_microgreens_ (19)_jpeg.rf.7SFqNCoYLXxOeFJuMQtc.jpeg,146,100,202,170,plant
create_a_image_of_microgreens_ (19)_jpeg.rf.7SFqNCoYLXxOeFJuMQtc.jpeg,310,130,353,181,plant
create_a_image_of_microgreens_ (19)_jpeg.rf.7SFqNCoYLXxOeFJuMQtc.jpeg,144,254,214,329,plant
create_a_image_of_microgreens_ (19)_jpeg.rf.7SFqNCoYLXxOeFJuMQtc.jpeg,85,174,138,242,plant
create_a_image_of_microgreens_ (19)_jpeg.rf.7SFqNCoYLXxOeFJuMQtc.jpeg,156,78,181,101,plant
create_a_image_of_microgreens_ (19)_jpeg.rf.7SFqNCoYLXxOeFJuMQtc.jpeg,344,85,371,112,plant
create_a_image_of_microgreens_ (19)_jpeg.rf.7SFqNCoYLXxOeFJuMQtc.jpeg,119,303,140,318,plant
create_a_image_of_microgreens_ (19)_jpeg.rf.7SFqNCoYLXxOeFJuMQtc.jpeg,203,197,231,219,plant
create_a_image_of_microgreens_ (19)_jpeg.rf.7SFqNCoYLXxOeFJuMQtc.jpeg,413,172,431,197,plant
create_a_image_of_microgreens_ (19)_jpeg.rf.7SFqNCoYLXxOeFJuMQtc.jpeg,266,169,326,248,plant
